type,contributions_id,contributions_author_id,contributions_section_title,contributions_title,contributions_bodyText,contributions_createdAt,contributions_updatedAt,contributions_url,contributions_published,contributions_trashed,contributions_trashedStatus,contributions_trashedAt,contributions_trashedReason,contributions_votesCount,contributions_votesCountOk,contributions_votesCountMitige,contributions_votesCountNok,contributions_argumentsCount,contributions_argumentsCountFor,contributions_argumentsCountAgainst,contributions_sourcesCount,contributions_versionsCount,contributions_arguments_related_id,contributions_arguments_related_kind,contributions_arguments_id,contributions_arguments_author_id,contributions_arguments_type,contributions_arguments_body,contributions_arguments_createdAt,contributions_arguments_updatedAt,contributions_arguments_url,contributions_arguments_published,contributions_arguments_trashed,contributions_arguments_trashedStatus,contributions_arguments_trashedAt,contributions_arguments_trashedReason,contributions_arguments_votesCount,contributions_votes_id,contributions_votes_author_id,contributions_votes_value,contributions_votes_createdAt,contributions_reportings_related_id,contributions_reportings_related_kind,contributions_reportings_id,contributions_reportings_author_id,contributions_reportings_type,contributions_reportings_body,contributions_reportings_createdAt,contributions_sources_id,contributions_sources_related_id,contributions_sources_related_kind,contributions_sources_author_id,contributions_sources_trashed,contributions_sources_trashedStatus,contributions_sources_trashedAt,contributions_sources_trashedReason,contributions_sources_body,contributions_sources_createdAt,contributions_sources_updatedAt,contributions_sources_published,contributions_sources_votesCount,contribution_versions_id,contribution_versions_title,contribution_versions_bodyText,contribution_versions_createdAt,contribution_versions_updatedAt
argument,,,,,,,,,,,,,,,,,,,,,,,opinion17,opinion,argument119,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-17#arg-argument119,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion17,opinion,argument147,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-17#arg-argument147,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion17,opinion,argument170,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-17#arg-argument170,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion18,VXNlcjp1c2VyMTg=,"Les causes","Opinion 18","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18,1,,,,,0,0,0,0,4,1,3,0,0,,,opinion18,VXNlcjp1c2VyMTg=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18,1,,,,,0,opinion18,VXNlcjp1c2VyMTg=,,@datetime@,,,opinion18,VXNlcjp1c2VyMTg=,,,@datetime@,opinion18,,,VXNlcjp1c2VyMTg=,,,,,,@datetime@,,1,0,opinion18,"Opinion 18","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion18,opinion,argument118,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18#arg-argument118,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion18,opinion,argument143,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18#arg-argument143,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion18,opinion,argument145,VXNlcjp1c2VyMg==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18#arg-argument145,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion18,opinion,argument152,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18#arg-argument152,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion19,VXNlcjp1c2VyMTk=,"Les causes","Opinion 19","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-19,1,,,,,0,0,0,0,1,1,0,0,0,,,opinion19,VXNlcjp1c2VyMTk=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-19,1,,,,,0,opinion19,VXNlcjp1c2VyMTk=,,@datetime@,,,opinion19,VXNlcjp1c2VyMTk=,,,@datetime@,opinion19,,,VXNlcjp1c2VyMTk=,,,,,,@datetime@,,1,0,opinion19,"Opinion 19","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion19,opinion,argument104,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-19#arg-argument104,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion22,VXNlcjp1c2VyMjI=,"Les causes","Opinion 22","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-22,1,,,,,0,0,0,0,1,0,1,0,0,,,opinion22,VXNlcjp1c2VyMjI=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-22,1,,,,,0,opinion22,VXNlcjp1c2VyMjI=,,@datetime@,,,opinion22,VXNlcjp1c2VyMjI=,,,@datetime@,opinion22,,,VXNlcjp1c2VyMjI=,,,,,,@datetime@,,1,0,opinion22,"Opinion 22","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion22,opinion,argument178,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-22#arg-argument178,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion23,VXNlcjp1c2VyMjM=,"Les causes","Opinion 23","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-23,1,,,,,0,0,0,0,3,2,1,0,0,,,opinion23,VXNlcjp1c2VyMjM=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-23,1,,,,,0,opinion23,VXNlcjp1c2VyMjM=,,@datetime@,,,opinion23,VXNlcjp1c2VyMjM=,,,@datetime@,opinion23,,,VXNlcjp1c2VyMjM=,,,,,,@datetime@,,1,0,opinion23,"Opinion 23","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion23,opinion,argument127,VXNlcjp1c2VyQWRtaW4=,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-23#arg-argument127,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion23,opinion,argument135,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-23#arg-argument135,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion23,opinion,argument162,VXNlcjp1c2VyMg==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-23#arg-argument162,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion24,VXNlcjp1c2VyMjQ=,"Les causes","Opinion 24","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24,1,,,,,0,0,0,0,4,4,0,0,0,,,opinion24,VXNlcjp1c2VyMjQ=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24,1,,,,,0,opinion24,VXNlcjp1c2VyMjQ=,,@datetime@,,,opinion24,VXNlcjp1c2VyMjQ=,,,@datetime@,opinion24,,,VXNlcjp1c2VyMjQ=,,,,,,@datetime@,,1,0,opinion24,"Opinion 24","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion24,opinion,argument110,VXNlcjp1c2VyMg==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24#arg-argument110,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion24,opinion,argument115,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24#arg-argument115,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion24,opinion,argument126,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24#arg-argument126,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion24,opinion,argument169,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24#arg-argument169,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion25,VXNlcjp1c2VyMjU=,"Les causes","Opinion 25","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-25,1,,,,,0,0,0,0,1,1,0,0,0,,,opinion25,VXNlcjp1c2VyMjU=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-25,1,,,,,0,opinion25,VXNlcjp1c2VyMjU=,,@datetime@,,,opinion25,VXNlcjp1c2VyMjU=,,,@datetime@,opinion25,,,VXNlcjp1c2VyMjU=,,,,,,@datetime@,,1,0,opinion25,"Opinion 25","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion25,opinion,argument125,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-25#arg-argument125,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion26,VXNlcjp1c2VyMjY=,"Les causes","Opinion 26","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26,1,,,,,0,0,0,0,2,2,0,0,0,,,opinion26,VXNlcjp1c2VyMjY=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26,1,,,,,0,opinion26,VXNlcjp1c2VyMjY=,,@datetime@,,,opinion26,VXNlcjp1c2VyMjY=,,,@datetime@,opinion26,,,VXNlcjp1c2VyMjY=,,,,,,@datetime@,,1,0,opinion26,"Opinion 26","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion26,opinion,argument114,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26#arg-argument114,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion26,opinion,argument165,VXNlcjp1c2VyQWRtaW4=,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26#arg-argument165,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion30,VXNlcjp1c2VyMzA=,"Les causes","Opinion 30","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-30,1,,,,,0,0,0,0,3,2,1,0,0,,,opinion30,VXNlcjp1c2VyMzA=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-30,1,,,,,0,opinion30,VXNlcjp1c2VyMzA=,,@datetime@,,,opinion30,VXNlcjp1c2VyMzA=,,,@datetime@,opinion30,,,VXNlcjp1c2VyMzA=,,,,,,@datetime@,,1,0,opinion30,"Opinion 30","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion30,opinion,argument132,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-30#arg-argument132,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion30,opinion,argument184,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-30#arg-argument184,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion30,opinion,argument195,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-30#arg-argument195,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion31,VXNlcjp1c2VyMzE=,"Les causes","Opinion 31","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-31,1,,,,,0,0,0,0,2,0,2,0,0,,,opinion31,VXNlcjp1c2VyMzE=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-31,1,,,,,0,opinion31,VXNlcjp1c2VyMzE=,,@datetime@,,,opinion31,VXNlcjp1c2VyMzE=,,,@datetime@,opinion31,,,VXNlcjp1c2VyMzE=,,,,,,@datetime@,,1,0,opinion31,"Opinion 31","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion31,opinion,argument108,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-31#arg-argument108,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
