type,contributions_id,contributions_author_id,contributions_section_title,contributions_title,contributions_bodyText,contributions_createdAt,contributions_updatedAt,contributions_url,contributions_published,contributions_trashed,contributions_trashedStatus,contributions_trashedAt,contributions_trashedReason,contributions_votesCount,contributions_votesCountOk,contributions_votesCountMitige,contributions_votesCountNok,contributions_argumentsCount,contributions_argumentsCountFor,contributions_argumentsCountAgainst,contributions_sourcesCount,contributions_versionsCount,contributions_arguments_related_id,contributions_arguments_related_kind,contributions_arguments_id,contributions_arguments_author_id,contributions_arguments_type,contributions_arguments_body,contributions_arguments_createdAt,contributions_arguments_updatedAt,contributions_arguments_url,contributions_arguments_published,contributions_arguments_trashed,contributions_arguments_trashedStatus,contributions_arguments_trashedAt,contributions_arguments_trashedReason,contributions_arguments_votesCount,contributions_votes_id,contributions_votes_author_id,contributions_votes_value,contributions_votes_createdAt,contributions_reportings_related_id,contributions_reportings_related_kind,contributions_reportings_id,contributions_reportings_author_id,contributions_reportings_type,contributions_reportings_body,contributions_reportings_createdAt,contributions_sources_id,contributions_sources_related_id,contributions_sources_related_kind,contributions_sources_author_id,contributions_sources_trashed,contributions_sources_trashedStatus,contributions_sources_trashedAt,contributions_sources_trashedReason,contributions_sources_body,contributions_sources_createdAt,contributions_sources_updatedAt,contributions_sources_published,contributions_sources_votesCount,contribution_versions_id,contribution_versions_title,contribution_versions_bodyText,contribution_versions_createdAt,contribution_versions_updatedAt
opinion,d81c21c6-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 3 : Valorisation des capacités des personnes handicapées","POLE EA","Groupe de travail en accord avec la valeur Propositions d’orientations à donner :·        Comment accentuer notre accompagnement professionnel des personnes TH dans un développement de compétences via une reconnaissance de VAE, l’intégration dans des dispositifs type « différents et compétents » ou référentiels internes, certifications, qualifications, …via la formation et en lien avec la nouvelle loi « sur la liberté de choisir son avenir professionnel », et toute la dynamique imposée progressivement par la réforme des EA. (Logiciel de développement de compétences en cours de recherche pour compléter notre système actuel de cartographie et référentiel métier). Objectif de traçabilité pour les salariés dans leurs parcours professionnels et les futurs CPOM.·        Valorisation des compétences acquises (polyvalence, technicité, autonomie…) comment y associer une valorisation salariale (coefficient, hiérarchisation…)·        Valoriser les compétences des salariés, des savoirs faires par une communication vers l’extérieur (clients, réseaux, élus, interne……)","2019-03-19 17:27:09",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-3-valorisation-des-capacites-des-personnes-handicapees/pole-ea-5c91185de71f4,Yes,No,,,,1,1,0,0,0,0,0,0,0,,,d81c21c6-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:27:09",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-3-valorisation-des-capacites-des-personnes-handicapees/pole-ea-5c91185de71f4,Yes,No,,,,1,d81c21c6-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-19 17:27:09",,,d81c21c6-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:27:09",d81c21c6-4a63-11e9-b7f5-0242ac110005,,,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-19 17:27:09",,Yes,1,d81c21c6-4a63-11e9-b7f5-0242ac110005,"POLE EA","Groupe de travail en accord avec la valeur Propositions d’orientations à donner :·        Comment accentuer notre accompagnement professionnel des personnes TH dans un développement de compétences via une reconnaissance de VAE, l’intégration dans des dispositifs type « différents et compétents » ou référentiels internes, certifications, qualifications, …via la formation et en lien avec la nouvelle loi « sur la liberté de choisir son avenir professionnel », et toute la dynamique imposée progressivement par la réforme des EA. (Logiciel de développement de compétences en cours de recherche pour compléter notre système actuel de cartographie et référentiel métier). Objectif de traçabilité pour les salariés dans leurs parcours professionnels et les futurs CPOM.·        Valorisation des compétences acquises (polyvalence, technicité, autonomie…) comment y associer une valorisation salariale (coefficient, hiérarchisation…)·        Valoriser les compétences des salariés, des savoirs faires par une communication vers l’extérieur (clients, réseaux, élus, interne……)","2019-03-19 17:27:09",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzE2,,YES,"2019-03-26 20:44:54",,,,,,,,,,,,,,,,,,,,,,,,,
opinion,a97cbc2b-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 2 : Solidarité et engagement","POLE EA","Groupe de travail en accord avec la valeurEn lien, valeurs partagées par le groupePour les Entreprises Adaptées, notion d’emploi de personnes fragiles, sans notion « d’actionnariat ».L’objectif est de créer et de pérenniser l’emploi de personnes TH, mission d’emploi solidaire dans le cadre du droit du travail commun.Notion de solidarité dans l’emploi : recherche de solutions pour les personnes / notion de « protection » de leur situation (ex limitation licenciement en cas de crise).Notion de regard de bienveillance, de non harcèlement. Propositions d’orientations à donner :·        Comment accompagner nos missions à venir avec la réforme des EA (Mission sociale et économique, avec mixité de public et expérimentations à venir). EA Socle vers des publics les plus éloignés de l’emploi ?·        Question autour de l’accompagnement de nos salariés après le travail (loisirs, retraite….)","2019-03-19 17:25:51",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/pole-ea-5c91180fb1a50,Yes,No,,,,2,2,0,0,0,0,0,0,0,,,a97cbc2b-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:25:51",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/pole-ea-5c91180fb1a50,Yes,No,,,,2,a97cbc2b-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-19 17:25:51",,,a97cbc2b-4a63-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:25:51",a97cbc2b-4a63-11e9-b7f5-0242ac110005,,,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-19 17:25:51",,Yes,2,a97cbc2b-4a63-11e9-b7f5-0242ac110005,"POLE EA","Groupe de travail en accord avec la valeurEn lien, valeurs partagées par le groupePour les Entreprises Adaptées, notion d’emploi de personnes fragiles, sans notion « d’actionnariat ».L’objectif est de créer et de pérenniser l’emploi de personnes TH, mission d’emploi solidaire dans le cadre du droit du travail commun.Notion de solidarité dans l’emploi : recherche de solutions pour les personnes / notion de « protection » de leur situation (ex limitation licenciement en cas de crise).Notion de regard de bienveillance, de non harcèlement. Propositions d’orientations à donner :·        Comment accompagner nos missions à venir avec la réforme des EA (Mission sociale et économique, avec mixité de public et expérimentations à venir). EA Socle vers des publics les plus éloignés de l’emploi ?·        Question autour de l’accompagnement de nos salariés après le travail (loisirs, retraite….)","2019-03-19 17:25:51",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzE1,,YES,"2019-03-26 20:44:20",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTk3,,YES,"2019-03-19 17:34:46",,,,,,,,,,,,,,,,,,,,,,,,,
opinion,2d2e5ffd-4a61-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 1 : Défense des droits","POLE EA","Groupe de travail en accord avec la valeur Propositions d’orientations à donner :·        Evaluer le degré d’informations de nos salariés TH en EA, comment ont-ils accès à l’information et à leurs droits et avec quels outils ?·        Quel accompagnement pour les adultes qui n’ont ni famille, ni aide extérieure (tutelle ou SAVS.) ?·        Faut-il penser à un accompagnement ou temps d’information pour les salariés TH EA isolés (service, association, …)","2019-03-19 17:08:04",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/pole-ea-5c9113e42c7e8,Yes,No,,,,3,3,0,0,0,0,0,0,0,,,2d2e5ffd-4a61-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:08:04",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/pole-ea-5c9113e42c7e8,Yes,No,,,,3,2d2e5ffd-4a61-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-19 17:08:04",,,2d2e5ffd-4a61-11e9-b7f5-0242ac110005,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-19 17:08:04",2d2e5ffd-4a61-11e9-b7f5-0242ac110005,,,VXNlcjpjNzIzMDc2NC00YTU5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-19 17:08:04",,Yes,3,2d2e5ffd-4a61-11e9-b7f5-0242ac110005,"POLE EA","Groupe de travail en accord avec la valeur Propositions d’orientations à donner :·        Evaluer le degré d’informations de nos salariés TH en EA, comment ont-ils accès à l’information et à leurs droits et avec quels outils ?·        Quel accompagnement pour les adultes qui n’ont ni famille, ni aide extérieure (tutelle ou SAVS.) ?·        Faut-il penser à un accompagnement ou temps d’information pour les salariés TH EA isolés (service, association, …)","2019-03-19 17:08:04",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzU5,,YES,"2019-03-29 14:43:56",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzE0,,YES,"2019-03-26 20:43:20",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTk2,,YES,"2019-03-19 17:33:54",,,,,,,,,,,,,,,,,,,,,,,,,
opinion,97f6f43e-44ca-11e9-b7f5-0242ac110005,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 5 : Qualité de l'accompagnement","Des professionnels régulièrement formés","Favoriser la formation continue, notamment sur les connaissances actuelles et nouveaux outils d'accompagnement.Développer la formation transversale inter établissements et services de l'Adapei 49. ","2019-03-12 14:27:33",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/des-professionnels-regulierement-formes,Yes,No,,,,1,1,0,0,1,1,0,0,0,,,97f6f43e-44ca-11e9-b7f5-0242ac110005,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-12 14:27:33",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/des-professionnels-regulierement-formes,Yes,No,,,,1,97f6f43e-44ca-11e9-b7f5-0242ac110005,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-12 14:27:33",,,97f6f43e-44ca-11e9-b7f5-0242ac110005,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-12 14:27:33",97f6f43e-44ca-11e9-b7f5-0242ac110005,,,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-12 14:27:33",,Yes,1,97f6f43e-44ca-11e9-b7f5-0242ac110005,"Des professionnels régulièrement formés","Favoriser la formation continue, notamment sur les connaissances actuelles et nouveaux outils d'accompagnement.Développer la formation transversale inter établissements et services de l'Adapei 49. ","2019-03-12 14:27:33",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzI3,,YES,"2019-03-28 10:27:15",,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,97f6f43e-44ca-11e9-b7f5-0242ac110005,opinion,b400def7-513b-11e9-b7f5-0242ac110005,VXNlcjpiYjA5YTA0NC01MTMzLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,FOR,"oui !!!!!!!!!!!!!!!!!!!!!!!!!!!","2019-03-28 10:27:27","2019-03-28 10:27:27",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/des-professionnels-regulierement-formes#arg-b400def7-513b-11e9-b7f5-0242ac110005,Yes,No,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,6a62e88f-4428-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 5 : Qualité de l'accompagnement","Créer des postes d'assistants sociaux dans les établissements pour adultes","Créer des postes d'assistants sociaux dans les établissements pour adultes","2019-03-11 19:06:38",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/creer-des-postes-dassistants-sociaux-dans-les-etablissements-pour-adultes,Yes,No,,,,1,1,0,0,0,0,0,0,0,,,6a62e88f-4428-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 19:06:38",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/creer-des-postes-dassistants-sociaux-dans-les-etablissements-pour-adultes,Yes,No,,,,1,6a62e88f-4428-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-11 19:06:38",,,6a62e88f-4428-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 19:06:38",6a62e88f-4428-11e9-b7f5-0242ac110005,,,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-11 19:06:38",,Yes,1,6a62e88f-4428-11e9-b7f5-0242ac110005,"Créer des postes d'assistants sociaux dans les établissements pour adultes","Créer des postes d'assistants sociaux dans les établissements pour adultes","2019-03-11 19:06:38",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTE1,,YES,"2019-03-12 14:24:20",,,,,,,,,,,,,,,,,,,,,,,,,
opinion,72b7586d-4427-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 4 : Respect de la particularité, de la différence","Reconnaître la personne ET son handicap","Respecter, c'est avoir ou acquérir la capacité à saisir en même temps la prise en compte du handicap et le devoir de considérer la personne comme sujet à part entière. Il y a souffrance, chez la personne handicapée et chez ses proches, quand ces deux dimensions se trouvent dissociées, et cela est fréquent : dans le travail, les échanges, les politiques institutionnelles affichées. ","2019-03-11 18:59:43",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-4-respect-de-la-particularite-de-la-difference/reconnaitre-la-personne-et-son-handicap,Yes,No,,,,0,0,0,0,0,0,0,0,0,,,72b7586d-4427-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 18:59:43",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-4-respect-de-la-particularite-de-la-difference/reconnaitre-la-personne-et-son-handicap,Yes,No,,,,0,72b7586d-4427-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-11 18:59:43",,,72b7586d-4427-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 18:59:43",72b7586d-4427-11e9-b7f5-0242ac110005,,,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-11 18:59:43",,Yes,0,72b7586d-4427-11e9-b7f5-0242ac110005,"Reconnaître la personne ET son handicap","Respecter, c'est avoir ou acquérir la capacité à saisir en même temps la prise en compte du handicap et le devoir de considérer la personne comme sujet à part entière. Il y a souffrance, chez la personne handicapée et chez ses proches, quand ces deux dimensions se trouvent dissociées, et cela est fréquent : dans le travail, les échanges, les politiques institutionnelles affichées. ","2019-03-11 18:59:43",
opinion,c3182bb3-441d-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 2 : Solidarité et engagement","bénévoles en établissements","réfléchir à la possibilité de présence de bénévoles dans les établissements pour certains rôles à définir","2019-03-11 17:50:22",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/benevoles-en-etablissements,Yes,No,,,,1,0,1,0,2,1,1,0,0,,,c3182bb3-441d-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 17:50:22",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/benevoles-en-etablissements,Yes,No,,,,1,c3182bb3-441d-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-11 17:50:22",,,c3182bb3-441d-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 17:50:22",c3182bb3-441d-11e9-b7f5-0242ac110005,,,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-11 17:50:22",,Yes,1,c3182bb3-441d-11e9-b7f5-0242ac110005,"bénévoles en établissements","réfléchir à la possibilité de présence de bénévoles dans les établissements pour certains rôles à définir","2019-03-11 17:50:22",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzI2,,MITIGE,"2019-03-28 09:55:33",,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,c3182bb3-441d-11e9-b7f5-0242ac110005,opinion,72572d4d-5137-11e9-b7f5-0242ac110005,VXNlcjpiYjA5YTA0NC01MTMzLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,FOR,"Peut être un relai dans certaines situations.","2019-03-28 09:56:59","2019-03-28 09:56:59",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/benevoles-en-etablissements#arg-72572d4d-5137-11e9-b7f5-0242ac110005,Yes,No,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,c3182bb3-441d-11e9-b7f5-0242ac110005,opinion,71e40d16-5137-11e9-b7f5-0242ac110005,VXNlcjpiYjA5YTA0NC01MTMzLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,AGAINST,"Attention à ne pas ""remplacer"" certaines professions.","2019-03-28 09:56:58","2019-03-28 09:56:58",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-2-solidarite-et-engagement/benevoles-en-etablissements#arg-71e40d16-5137-11e9-b7f5-0242ac110005,Yes,No,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,e53d7579-441c-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,"Valeur 1 : Défense des droits","Assurer la connaissance des droits des personnes handicapées et de leurs familles dans tous les établissements","Identification de personnes ressources; Création de postes d'assistants sociaux dans les établissements pour adultes.","2019-03-11 17:44:10","2019-03-11 17:45:33",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/assurer-la-connaissance-des-droits-des-personnes-handicapees-et-de-leurs-familles-dans-tous-les-etablissements,Yes,No,,,,5,5,0,0,2,2,0,0,0,,,e53d7579-441c-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 17:44:10","2019-03-11 17:45:33",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/assurer-la-connaissance-des-droits-des-personnes-handicapees-et-de-leurs-familles-dans-tous-les-etablissements,Yes,No,,,,5,e53d7579-441c-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,"2019-03-11 17:44:10",,,e53d7579-441c-11e9-b7f5-0242ac110005,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,,,"2019-03-11 17:44:10",e53d7579-441c-11e9-b7f5-0242ac110005,,,VXNlcjpiMzYwOTVlYS00NDFiLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-11 17:44:10","2019-03-11 17:45:33",Yes,5,e53d7579-441c-11e9-b7f5-0242ac110005,"Assurer la connaissance des droits des personnes handicapées et de leurs familles dans tous les établissements","Identification de personnes ressources; Création de postes d'assistants sociaux dans les établissements pour adultes.","2019-03-11 17:44:10","2019-03-11 17:45:33"
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NzU4,,YES,"2019-03-29 14:42:40",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTc3,,YES,"2019-03-19 17:11:09",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTc2,,YES,"2019-03-19 17:09:24",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTE5,,YES,"2019-03-12 14:49:56",,,,,,,,,,,,,,,,,,,,,,,,,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NTQ3,,YES,"2019-03-12 16:11:09",,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,e53d7579-441c-11e9-b7f5-0242ac110005,opinion,b255a6a1-4a61-11e9-b7f5-0242ac110005,VXNlcjowZDcyYmJkNS00YTYxLTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,FOR,"Notre établissement n'a pas de livret d'accueil, validé.","2019-03-19 17:11:47","2019-03-19 17:11:47",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/assurer-la-connaissance-des-droits-des-personnes-handicapees-et-de-leurs-familles-dans-tous-les-etablissements#arg-b255a6a1-4a61-11e9-b7f5-0242ac110005,Yes,No,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,e53d7579-441c-11e9-b7f5-0242ac110005,opinion,46c5704a-44ce-11e9-b7f5-0242ac110005,VXNlcjplNjFiYTZiYy00NGM5LTExZTktYjdmNS0wMjQyYWMxMTAwMDU=,FOR,"Pour défendre les droits des personnes handicapées, il faut au préalable s'assurer que les professionnels eux-mêmes aient la connaissance de ces droits","2019-03-12 14:53:55","2019-03-12 14:53:55",https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-1-defense-des-droits/assurer-la-connaissance-des-droits-des-personnes-handicapees-et-de-leurs-familles-dans-tous-les-etablissements#arg-46c5704a-44ce-11e9-b7f5-0242ac110005,Yes,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,51d2bc71-3f54-11e9-97b8-0242ac110005,VXNlcjo0MDU0NjNhZS0zZjUxLTExZTktOTdiOC0wMjQyYWMxMTAwMDU=,"Valeur 5 : Qualité de l'accompagnement","l'association a un devoir de diffusion des informations","donner des informations pratiques sur les droits et devoirs du public accueilli en fonction de son évolution (protection juridique...)","2019-03-05 15:38:19",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/lassociation-a-un-devoir-de-diffusion-des-informations,Yes,No,,,,1,1,0,0,0,0,0,0,0,,,51d2bc71-3f54-11e9-97b8-0242ac110005,VXNlcjo0MDU0NjNhZS0zZjUxLTExZTktOTdiOC0wMjQyYWMxMTAwMDU=,,,"2019-03-05 15:38:19",,https://capco.dev/consultations/valeurs/consultation/consultation/opinions/valeur-5-qualite-de-laccompagnement/lassociation-a-un-devoir-de-diffusion-des-informations,Yes,No,,,,1,51d2bc71-3f54-11e9-97b8-0242ac110005,VXNlcjo0MDU0NjNhZS0zZjUxLTExZTktOTdiOC0wMjQyYWMxMTAwMDU=,,"2019-03-05 15:38:19",,,51d2bc71-3f54-11e9-97b8-0242ac110005,VXNlcjo0MDU0NjNhZS0zZjUxLTExZTktOTdiOC0wMjQyYWMxMTAwMDU=,,,"2019-03-05 15:38:19",51d2bc71-3f54-11e9-97b8-0242ac110005,,,VXNlcjo0MDU0NjNhZS0zZjUxLTExZTktOTdiOC0wMjQyYWMxMTAwMDU=,No,,,,,"2019-03-05 15:38:19",,Yes,1,51d2bc71-3f54-11e9-97b8-0242ac110005,"l'association a un devoir de diffusion des informations","donner des informations pratiques sur les droits et devoirs du public accueilli en fonction de son évolution (protection juridique...)","2019-03-05 15:38:19",
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6NDYz,,YES,"2019-03-06 10:49:23",,,,,,,,,,,,,,,,,,,,,,,,,
