comment_type,comment_id,comment_related_id,comment_related_type,comment_body,comment_createdAt,comment_publishedAt,comment_updatedAt,comment_pinned,comment_publicationStatus
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDI1,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:25:00","2018-02-01 00:25:00","2018-02-01 00:25:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDI0,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:24:00","2018-02-01 00:24:00","2018-02-01 00:24:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDIz,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:23:00","2018-02-01 00:23:00","2018-02-01 00:23:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDIy,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:22:00","2018-02-01 00:22:00","2018-02-01 00:22:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDIx,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:21:00","2018-02-01 00:21:00","2018-02-01 00:21:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDIw,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:20:00","2018-02-01 00:20:00","2018-02-01 00:20:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE5,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:19:00","2018-02-01 00:19:00","2018-02-01 00:19:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE4,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:18:00","2018-02-01 00:18:00","2018-02-01 00:18:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE3,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:17:00","2018-02-01 00:17:00","2018-02-01 00:17:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE2,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:16:00","2018-02-01 00:16:00","2018-02-01 00:16:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE1,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:15:00","2018-02-01 00:15:00","2018-02-01 00:15:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE0,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:14:00","2018-02-01 00:14:00","2018-02-01 00:14:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDEz,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:13:00","2018-02-01 00:13:00","2018-02-01 00:13:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDEy,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:12:00","2018-02-01 00:12:00","2018-02-01 00:12:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDEx,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:11:00","2018-02-01 00:11:00","2018-02-01 00:11:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDEw,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:10:00","2018-02-01 00:10:00","2018-02-01 00:10:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDk=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:09:00","2018-02-01 00:09:00","2018-02-01 00:09:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDg=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:08:00","2018-02-01 00:08:00","2018-02-01 00:08:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDc=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:07:00","2018-02-01 00:07:00","2018-02-01 00:07:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDY=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:06:00","2018-02-01 00:06:00","2018-02-01 00:06:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDU=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:05:00","2018-02-01 00:05:00","2018-02-01 00:05:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDQ=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:04:00","2018-02-01 00:04:00","2018-02-01 00:04:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDM=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:03:00","2018-02-01 00:03:00","2018-02-01 00:03:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDI=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:02:00","2018-02-01 00:02:00","2018-02-01 00:02:00",No,TRASHED
proposalComment,Q29tbWVudDp0cmFzaGVkQ29tbWVudDE=,UHJvcG9zYWw6cHJvcG9zYWwx,,Insultes,"2018-02-01 00:01:00","2018-02-01 00:01:00","2018-02-01 00:01:00",No,TRASHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1NQ==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:55:00","2017-02-01 00:55:00","2017-02-01 00:55:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1NA==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:54:00","2017-02-01 00:54:00","2017-02-01 00:54:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1Mw==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:53:00","2017-02-01 00:53:00","2017-02-01 00:53:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1Mg==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:52:00","2017-02-01 00:52:00","2017-02-01 00:52:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1MQ==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:51:00","2017-02-01 00:51:00","2017-02-01 00:51:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ1MA==,UHJvcG9zYWw6cHJvcG9zYWwzNg==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:50:00","2017-02-01 00:50:00","2017-02-01 00:50:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQyMA==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:20:00","2017-02-01 00:20:00","2017-02-01 00:20:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxOQ==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:19:00","2017-02-01 00:19:00","2017-02-01 00:19:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxOA==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:18:00","2017-02-01 00:18:00","2017-02-01 00:18:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxNw==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:17:00","2017-02-01 00:17:00","2017-02-01 00:17:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxNg==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:16:00","2017-02-01 00:16:00","2017-02-01 00:16:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxNQ==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:15:00","2017-02-01 00:15:00","2017-02-01 00:15:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxNA==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:14:00","2017-02-01 00:14:00","2017-02-01 00:14:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxMw==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:13:00","2017-02-01 00:13:00","2017-02-01 00:13:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxMg==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:12:00","2017-02-01 00:12:00","2017-02-01 00:12:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxMQ==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:11:00","2017-02-01 00:11:00","2017-02-01 00:11:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQxMA==,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:10:00","2017-02-01 00:10:00","2017-02-01 00:10:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ5,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:09:00","2017-02-01 00:09:00","2017-02-01 00:09:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ4,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:08:00","2017-02-01 00:08:00","2017-02-01 00:08:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnQ3,UHJvcG9zYWw6cHJvcG9zYWwx,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2017-02-01 00:07:00","2017-02-01 00:07:00","2017-02-01 00:07:00",No,PUBLISHED
newsComment,Q29tbWVudDpwb3N0Q29tbWVudFByb2plY3RBZG1pbk5ld3M=,UG9zdDpwb3N0V2l0aE93bmVyT25Qcm9wb3NhbA==,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2016-02-01 00:00:00","2016-02-01 00:00:00","2017-02-01 00:00:00",No,PUBLISHED
proposalComment,Q29tbWVudDpwcm9wb3NhbENvbW1lbnRQcm9qZWN0QWRtaW4=,UHJvcG9zYWw6cHJvcG9zYWxQcm9qZWN0V2l0aE93bmVy,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In in elit eget dui bibendum luctus euismod sit amet odio. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam erat volutpat. Nulla mollis aliquam faucibus. Nullam pharetra mattis lacus. In vitae ex nisl. Integer faucibus, purus vitae egestas gravida, ante nisi semper magna, nec interdum est orci at purus.","2016-02-01 00:00:00","2016-02-01 00:00:00","2017-02-01 00:00:00",No,PUBLISHED
