url;title;bodyText;address_formatted;createdAt;updatedAt;trashedAt;trashedReason;responses_question_title;responses_formattedValue
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-61;"Proposal 61";"Contenu 61";;"2017-04-03 00:21:00";"2017-04-03 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-60;"Proposal 60";"Contenu 60";;"2017-04-02 00:21:00";"2017-04-02 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-59;"Proposal 59";"Contenu 59";;"2017-04-01 00:21:00";"2017-04-01 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-58;"Proposal 58";"Contenu 58";;"2017-03-31 00:21:00";"2017-03-31 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-57;"Proposal 57";"Contenu 57";;"2017-03-30 00:21:00";"2017-03-30 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-56;"Proposal 56";"Contenu 56";;"2017-03-29 00:21:00";"2017-03-29 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-55;"Proposal 55";"Contenu 55";;"2017-03-28 00:21:00";"2017-03-28 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-54;"Proposal 54";"Contenu 54";;"2017-03-27 00:21:00";"2017-03-27 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-53;"Proposal 53";"Contenu 53";;"2017-03-26 00:21:00";"2017-03-26 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-52;"Proposal 52";"Contenu 52";;"2017-03-25 00:21:00";"2017-03-25 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-51;"Proposal 51";"Contenu 51";;"2017-03-24 00:21:00";"2017-03-24 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-50;"Trashed proposal visible 50";"I deserve to be trashed !";;"2017-03-23 00:23:00";"2017-03-23 00:23:00";"2017-03-23 00:23:00";"SPAM 50";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-50;"Proposal 50";"Contenu 50";;"2017-03-23 00:21:00";"2017-03-23 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-49;"Trashed proposal visible 49";"I deserve to be trashed !";;"2017-03-22 00:23:00";"2017-03-22 00:23:00";"2017-03-22 00:23:00";"SPAM 49";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-49;"Proposal 49";"Contenu 49";;"2017-03-22 00:21:00";"2017-03-22 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-48;"Trashed proposal visible 48";"I deserve to be trashed !";;"2017-03-21 00:23:00";"2017-03-21 00:23:00";"2017-03-21 00:23:00";"SPAM 48";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-48;"Proposal 48";"Contenu 48";;"2017-03-21 00:21:00";"2017-03-21 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-47;"Trashed proposal visible 47";"I deserve to be trashed !";;"2017-03-20 00:23:00";"2017-03-20 00:23:00";"2017-03-20 00:23:00";"SPAM 47";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-47;"Proposal 47";"Contenu 47";;"2017-03-20 00:21:00";"2017-03-20 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-46;"Trashed proposal visible 46";"I deserve to be trashed !";;"2017-03-19 00:23:00";"2017-03-19 00:23:00";"2017-03-19 00:23:00";"SPAM 46";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-46;"Proposal 46";"Contenu 46";;"2017-03-19 00:21:00";"2017-03-19 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-45;"Trashed proposal visible 45";"I deserve to be trashed !";;"2017-03-18 00:23:00";"2017-03-18 00:23:00";"2017-03-18 00:23:00";"SPAM 45";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-45;"Proposal 45";"Contenu 45";;"2017-03-18 00:21:00";"2017-03-18 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-44;"Trashed proposal visible 44";"I deserve to be trashed !";;"2017-03-17 00:23:00";"2017-03-17 00:23:00";"2017-03-17 00:23:00";"SPAM 44";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-44;"Proposal 44";"Contenu 44";;"2017-03-17 00:21:00";"2017-03-17 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-43;"Trashed proposal visible 43";"I deserve to be trashed !";;"2017-03-16 00:23:00";"2017-03-16 00:23:00";"2017-03-16 00:23:00";"SPAM 43";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-43;"Proposal 43";"Contenu 43";;"2017-03-16 00:21:00";"2017-03-16 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-42;"Trashed proposal visible 42";"I deserve to be trashed !";;"2017-03-15 00:23:00";"2017-03-15 00:23:00";"2017-03-15 00:23:00";"SPAM 42";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-42;"Proposal 42";"Contenu 42";;"2017-03-15 00:21:00";"2017-03-15 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-41;"Trashed proposal visible 41";"I deserve to be trashed !";;"2017-03-14 00:23:00";"2017-03-14 00:23:00";"2017-03-14 00:23:00";"SPAM 41";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-41;"Proposal 41";"Contenu 41";;"2017-03-14 00:21:00";"2017-03-14 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-40;"Trashed proposal visible 40";"I deserve to be trashed !";;"2017-03-13 00:23:00";"2017-03-13 00:23:00";"2017-03-13 00:23:00";"SPAM 40";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions-avec-questions/proposals/proposal-40;"Proposal 40";"Contenu 40";;"2017-03-13 00:21:00";"2017-03-13 00:21:00";;;;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-39;"Trashed proposal visible 39";"I deserve to be trashed !";;"2017-03-12 00:23:00";"2017-03-12 00:23:00";"2017-03-12 00:23:00";"SPAM 39";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-38;"Trashed proposal visible 38";"I deserve to be trashed !";;"2017-03-11 00:23:00";"2017-03-11 00:23:00";"2017-03-11 00:23:00";"SPAM 38";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-37;"Trashed proposal visible 37";"I deserve to be trashed !";;"2017-03-10 00:23:00";"2017-03-10 00:23:00";"2017-03-10 00:23:00";"SPAM 37";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-36;"Trashed proposal visible 36";"I deserve to be trashed !";;"2017-03-09 00:23:00";"2017-03-09 00:23:00";"2017-03-09 00:23:00";"SPAM 36";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-35;"Trashed proposal visible 35";"I deserve to be trashed !";;"2017-03-08 00:23:00";"2017-03-08 00:23:00";"2017-03-08 00:23:00";"SPAM 35";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-34;"Trashed proposal visible 34";"I deserve to be trashed !";;"2017-03-07 00:23:00";"2017-03-07 00:23:00";"2017-03-07 00:23:00";"SPAM 34";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-33;"Trashed proposal visible 33";"I deserve to be trashed !";;"2017-03-06 00:23:00";"2017-03-06 00:23:00";"2017-03-06 00:23:00";"SPAM 33";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-32;"Trashed proposal visible 32";"I deserve to be trashed !";;"2017-03-05 00:23:00";"2017-03-05 00:23:00";"2017-03-05 00:23:00";"SPAM 32";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-31;"Trashed proposal visible 31";"I deserve to be trashed !";;"2017-03-04 00:23:00";"2017-03-04 00:23:00";"2017-03-04 00:23:00";"SPAM 31";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-30;"Trashed proposal visible 30";"I deserve to be trashed !";;"2017-03-03 00:23:00";"2017-03-03 00:23:00";"2017-03-03 00:23:00";"SPAM 30";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-29;"Trashed proposal visible 29";"I deserve to be trashed !";;"2017-03-02 00:23:00";"2017-03-02 00:23:00";"2017-03-02 00:23:00";"SPAM 29";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-28;"Trashed proposal visible 28";"I deserve to be trashed !";;"2017-03-01 00:23:00";"2017-03-01 00:23:00";"2017-03-01 00:23:00";"SPAM 28";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-27;"Trashed proposal visible 27";"I deserve to be trashed !";;"2017-02-28 00:23:00";"2017-02-28 00:23:00";"2017-02-28 00:23:00";"SPAM 27";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-26;"Trashed proposal visible 26";"I deserve to be trashed !";;"2017-02-27 00:23:00";"2017-02-27 00:23:00";"2017-02-27 00:23:00";"SPAM 26";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-25;"Trashed proposal visible 25";"I deserve to be trashed !";;"2017-02-26 00:23:00";"2017-02-26 00:23:00";"2017-02-26 00:23:00";"SPAM 25";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-24;"Trashed proposal visible 24";"I deserve to be trashed !";;"2017-02-25 00:23:00";"2017-02-25 00:23:00";"2017-02-25 00:23:00";"SPAM 24";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-23;"Trashed proposal visible 23";"I deserve to be trashed !";;"2017-02-24 00:23:00";"2017-02-24 00:23:00";"2017-02-24 00:23:00";"SPAM 23";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-22;"Trashed proposal visible 22";"I deserve to be trashed !";;"2017-02-23 00:23:00";"2017-02-23 00:23:00";"2017-02-23 00:23:00";"SPAM 22";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-21;"Trashed proposal visible 21";"I deserve to be trashed !";;"2017-02-22 00:23:00";"2017-02-22 00:23:00";"2017-02-22 00:23:00";"SPAM 21";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-20;"Trashed proposal visible 20";"I deserve to be trashed !";;"2017-02-21 00:23:00";"2017-02-21 00:23:00";"2017-02-21 00:23:00";"SPAM 20";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-19;"Trashed proposal visible 19";"I deserve to be trashed !";;"2017-02-20 00:23:00";"2017-02-20 00:23:00";"2017-02-20 00:23:00";"SPAM 19";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-18;"Trashed proposal visible 18";"I deserve to be trashed !";;"2017-02-19 00:23:00";"2017-02-19 00:23:00";"2017-02-19 00:23:00";"SPAM 18";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-17;"Trashed proposal visible 17";"I deserve to be trashed !";;"2017-02-18 00:23:00";"2017-02-18 00:23:00";"2017-02-18 00:23:00";"SPAM 17";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-16;"Trashed proposal visible 16";"I deserve to be trashed !";;"2017-02-17 00:23:00";"2017-02-17 00:23:00";"2017-02-17 00:23:00";"SPAM 16";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-15;"Trashed proposal visible 15";"I deserve to be trashed !";;"2017-02-16 00:23:00";"2017-02-16 00:23:00";"2017-02-16 00:23:00";"SPAM 15";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-14;"Trashed proposal visible 14";"I deserve to be trashed !";;"2017-02-15 00:23:00";"2017-02-15 00:23:00";"2017-02-15 00:23:00";"SPAM 14";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-13;"Trashed proposal visible 13";"I deserve to be trashed !";;"2017-02-14 00:23:00";"2017-02-14 00:23:00";"2017-02-14 00:23:00";"SPAM 13";;
https://capco.dev/projects/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-12;"Trashed proposal visible 12";"I deserve to be trashed !";;"2017-02-13 00:23:00";"2017-02-13 00:23:00";"2017-02-13 00:23:00";"SPAM 12";;
