export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_votes_total_count,export_proposal_votes_digital_count,export_proposal_votes_paper_count,export_proposal_votes_total_points_count,export_proposal_votes_digital_points_count,export_proposal_votes_paper_points_count,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name,export_proposal_votes_id,export_proposal_votes_ranking
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2007,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2008,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2009,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2010,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2011,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2012,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2013,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2014,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2015,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2016,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2017,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2018,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2019,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2020,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2021,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2022,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2023,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2024,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2025,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2026,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2027,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2028,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2029,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2030,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2031,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2032,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2033,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2034,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2035,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2036,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2037,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2038,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2039,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2040,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2041,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2042,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2043,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2044,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2045,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2046,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2047,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2048,
export_contribution_type_proposal_vote,proposal14,"2017-02-01 14:00:00","""5-1""","Mon super projet",,TODO,user1,50,50,0,0,0,0,,Justice,,,,"Maurepas Patton",100,,https://capco.dev/project/appel-a-projets/collect/collecte-des-propositions-avec-vote-simple/proposals/mon-super-projet?_locale=fr-FR,"En cours",2049,
