export_contribution_type,export_contribution_id,export_contribution_author_id,export_contribution_author_type_name,export_contribution_consultation_title,export_contribution_section_title,export_contribution_title,export_contribution_body_text,export_contribution_url,export_contribution_votes_count,export_contribution_votes_count_ok,export_contribution_votes_count_mitige,export_contribution_votes_count_nok,export_contribution_arguments_count,export_contribution_arguments_count_for,export_contribution_arguments_count_against,export_contribution_votes_id,export_contribution_votes_related_id,export_contribution_votes_author_id,export_contribution_votes_value,export_contribution_arguments_id,export_contribution_arguments_related_id,export_contribution_arguments_author_id,export_contribution_arguments_type,export_contribution_arguments_body,export_contribution_arguments_url,export_contribution_versions_id,export_contribution_versions_author_id,export_contribution_versions_title,export_contribution_versions_explanation,export_contribution_versions_body_text,export_contribution_versions_votes_count,export_contribution_versions_votes_count_ok,export_contribution_versions_votes_count_mitige,export_contribution_versions_votes_count_nok
export_contribution_type_opinion,opinion165,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 165 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-165-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion164,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 164 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-164-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion163,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 163 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-163-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion162,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 162 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-162-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion161,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 161 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-161-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion160,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 160 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-160-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion159,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 159 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-159-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion158,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 158 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-158-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion157,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 157 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-157-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion156,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 156 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-156-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion155,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 155 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-155-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion154,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 154 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-154-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion153,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 153 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-153-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion152,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 152 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-152-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion151,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 151 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-151-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion150,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 150 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-150-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion149,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 149 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-149-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion148,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 148 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-148-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion147,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 147 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-147-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion146,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 146 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-146-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion145,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 145 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-145-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion144,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 144 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-144-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion143,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 143 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-143-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion142,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 142 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-142-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion141,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 141 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-141-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion140,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 140 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-140-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion139,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 139 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-139-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion138,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 138 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-138-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion137,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 137 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-137-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion136,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 136 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-136-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion135,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 135 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-135-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion134,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 134 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-134-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion133,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 133 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-133-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion132,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 132 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-132-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion131,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 131 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-131-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion130,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 130 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-130-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion129,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 129 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-129-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion128,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 128 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-128-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion127,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 127 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-127-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
export_contribution_type_opinion,opinion126,user5,Citoyen,"Consultation in project with many opinions","Opinion type avec beaucoup d'options","Opinion 126 parmis tant d'autres","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",https://capco.dev/consultations/projet-avec-beaucoup-dopinions/consultation/consultation-step-in-project-with-many-opinions/opinions/opinion-type-avec-beaucoup-doptions/opinion-126-parmis-tant-dautres,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
